name,id,price,sizes,category,availability
Stan Smith Freizeit Schuh,IF9264,140,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 4}, {""size"": ""36 2/3"", ""availability"": 7}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 11}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 5}, {""size"": ""40 2/3"", ""availability"": 4}, {""size"": ""41 1/3"", ""availability"": 3}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 2}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 2}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 3}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
SL 72 OG Schuh,ID1434,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}]"
Equipment Agravic Schuh,JH6113,230,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 2}, {""size"": ""37 1/3"", ""availability"": 2}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 4}, {""size"": ""39 1/3"", ""availability"": 8}, {""size"": ""40"", ""availability"": 8}, {""size"": ""40 2/3"", ""availability"": 12}, {""size"": ""41 1/3"", ""availability"": 14}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 14}, {""size"": ""46 2/3"", ""availability"": 6}, {""size"": ""47 1/3"", ""availability"": 5}, {""size"": ""48"", ""availability"": 3}, {""size"": ""49 1/3"", ""availability"": 2}]"
Court 24 Schuh,ID1251,85,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 4}, {""size"": ""36 2/3"", ""availability"": 7}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 15}, {""size"": ""49 1/3"", ""availability"": 3}]"
Jabbar Low Schuh,IH5298,100,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 1}, {""size"": ""38"", ""availability"": 3}, {""size"": ""38 2/3"", ""availability"": 1}, {""size"": ""39 1/3"", ""availability"": 5}, {""size"": ""40"", ""availability"": 1}, {""size"": ""40 2/3"", ""availability"": 2}, {""size"": ""41 1/3"", ""availability"": 4}, {""size"": ""42"", ""availability"": 4}, {""size"": ""42 2/3"", ""availability"": 6}, {""size"": ""43 1/3"", ""availability"": 5}, {""size"": ""44"", ""availability"": 5}, {""size"": ""44 2/3"", ""availability"": 7}, {""size"": ""45 1/3"", ""availability"": 5}, {""size"": ""46"", ""availability"": 5}, {""size"": ""46 2/3"", ""availability"": 3}, {""size"": ""47 1/3"", ""availability"": 11}, {""size"": ""48"", ""availability"": 6}, {""size"": ""48 2/3"", ""availability"": 5}, {""size"": ""49 1/3"", ""availability"": 5}, {""size"": ""50"", ""availability"": 2}, {""size"": ""50 2/3"", ""availability"": 0}, {""size"": ""51 1/3"", ""availability"": 0}, {""size"": ""52 2/3"", ""availability"": 0}, {""size"": ""53 1/3"", ""availability"": 0}, {""size"": ""54 2/3"", ""availability"": 0}]"
Handball Spezial Schuh,JH7558,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 1}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 2}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 1}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
SL 72 OG Schuh,JI1878,100,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 2}, {""size"": ""38 2/3"", ""availability"": 1}, {""size"": ""39 1/3"", ""availability"": 2}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}]"
Tischtennis Schuh,IH7995,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 13}, {""size"": ""42 2/3"", ""availability"": 6}, {""size"": ""43 1/3"", ""availability"": 4}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Black Sheep x CLTFC Samba ADV,JH9594,110,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 3}, {""size"": ""36 2/3"", ""availability"": 7}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 11}, {""size"": ""47 1/3"", ""availability"": 14}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}]"
BRMD SCHUH,JH9089,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 1}, {""size"": ""36"", ""availability"": 4}, {""size"": ""36 2/3"", ""availability"": 5}, {""size"": ""37 1/3"", ""availability"": 8}, {""size"": ""38"", ""availability"": 14}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 1}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Country x Always Schuh,JH9100,120,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 1}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 1}, {""size"": ""41 1/3"", ""availability"": 1}, {""size"": ""42"", ""availability"": 1}, {""size"": ""42 2/3"", ""availability"": 1}, {""size"": ""43 1/3"", ""availability"": 9}, {""size"": ""44"", ""availability"": 5}, {""size"": ""44 2/3"", ""availability"": 2}, {""size"": ""45 1/3"", ""availability"": 1}, {""size"": ""46"", ""availability"": 1}, {""size"": ""46 2/3"", ""availability"": 2}, {""size"": ""47 1/3"", ""availability"": 2}, {""size"": ""48"", ""availability"": 1}, {""size"": ""48 2/3"", ""availability"": 1}, {""size"": ""49 1/3"", ""availability"": 0}]"
Handball Spezial Schuh,IE6602,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 1}, {""size"": ""36 2/3"", ""availability"": 3}, {""size"": ""37 1/3"", ""availability"": 2}, {""size"": ""38"", ""availability"": 6}, {""size"": ""38 2/3"", ""availability"": 4}, {""size"": ""39 1/3"", ""availability"": 9}, {""size"": ""40"", ""availability"": 3}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Samba OG Made In Italy Schuh,ID2864,350,"['36', '37 1/3', '38 2/3', '40', '41 1/3', '42 2/3', '44', '45 1/3', '46 2/3', '48']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 1}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 3}, {""size"": ""45 1/3"", ""availability"": 2}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}]"
BRMD SCHUH,JI2659,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 7}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 8}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Berlin 24 Schuh,IG2108,250,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 4}, {""size"": ""36 2/3"", ""availability"": 12}, {""size"": ""37 1/3"", ""availability"": 13}, {""size"": ""38"", ""availability"": 14}, {""size"": ""38 2/3"", ""availability"": 14}, {""size"": ""39 1/3"", ""availability"": 3}, {""size"": ""40"", ""availability"": 3}, {""size"": ""40 2/3"", ""availability"": 10}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 1}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Y-3 Subaya Shoes,IH8424,350,"['36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",frauen-sneakers,"[{""size"": ""36 2/3"", ""availability"": 1}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 3}, {""size"": ""38 2/3"", ""availability"": 4}, {""size"": ""39 1/3"", ""availability"": 3}, {""size"": ""40"", ""availability"": 6}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 4}, {""size"": ""42"", ""availability"": 1}, {""size"": ""42 2/3"", ""availability"": 2}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 1}, {""size"": ""45 1/3"", ""availability"": 1}, {""size"": ""46"", ""availability"": 3}, {""size"": ""46 2/3"", ""availability"": 1}, {""size"": ""47 1/3"", ""availability"": 2}]"
Tyshawn II Skateschuh,IF9710,100,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 3}, {""size"": ""36 2/3"", ""availability"": 4}, {""size"": ""37 1/3"", ""availability"": 6}, {""size"": ""38"", ""availability"": 8}, {""size"": ""38 2/3"", ""availability"": 10}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 12}, {""size"": ""40 2/3"", ""availability"": 11}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 14}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 14}, {""size"": ""45 1/3"", ""availability"": 4}, {""size"": ""46"", ""availability"": 6}, {""size"": ""46 2/3"", ""availability"": 5}, {""size"": ""47 1/3"", ""availability"": 5}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 1}]"
Y-3 Gazelle,JI2068,300,"['36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",frauen-sneakers,"[{""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 10}, {""size"": ""38 2/3"", ""availability"": 10}, {""size"": ""39 1/3"", ""availability"": 3}, {""size"": ""40"", ""availability"": 8}, {""size"": ""40 2/3"", ""availability"": 8}, {""size"": ""41 1/3"", ""availability"": 4}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}]"
Courtblock Schuh,IF6492,60,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 3}, {""size"": ""36 2/3"", ""availability"": 3}, {""size"": ""37 1/3"", ""availability"": 12}, {""size"": ""38"", ""availability"": 10}, {""size"": ""38 2/3"", ""availability"": 14}, {""size"": ""39 1/3"", ""availability"": 11}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 6}, {""size"": ""42"", ""availability"": 2}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 1}, {""size"": ""44"", ""availability"": 0}]"
MNUFC x Familia Gazelle ADV Skateschuh,IH0522,110,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 1}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 4}, {""size"": ""38 2/3"", ""availability"": 4}, {""size"": ""39 1/3"", ""availability"": 1}, {""size"": ""40"", ""availability"": 6}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 4}, {""size"": ""42"", ""availability"": 4}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 2}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 11}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 12}, {""size"": ""46 2/3"", ""availability"": 6}, {""size"": ""47 1/3"", ""availability"": 2}, {""size"": ""48"", ""availability"": 1}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Tyshawn Schuh,JH8159,100,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 2}, {""size"": ""36 2/3"", ""availability"": 2}, {""size"": ""37 1/3"", ""availability"": 8}, {""size"": ""38"", ""availability"": 10}, {""size"": ""38 2/3"", ""availability"": 10}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 11}, {""size"": ""48 2/3"", ""availability"": 3}, {""size"": ""49 1/3"", ""availability"": 4}]"
BRMD SCHUH,IH0300,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 8}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 1}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
adidas by Stella McCartney Sportswear Low Ground Schuh,IE3480,250,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 12}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 10}, {""size"": ""43 1/3"", ""availability"": 8}]"
Grand Court Base 00s Schuh,IH6191,65,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers,"[{""size"": ""36"", ""availability"": 2}, {""size"": ""36 2/3"", ""availability"": 4}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 3}, {""size"": ""42 2/3"", ""availability"": 2}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}]"
